"ENSEMBL"	"BE02_107A"
"705"	"ENSG00000052850.8"	0
"706"	"ENSG00000053108.18"	3
"707"	"ENSG00000053254.16"	377.001
"708"	"ENSG00000053328.9"	21
"709"	"ENSG00000053371.14"	244
"710"	"ENSG00000053372.5"	63
"711"	"ENSG00000053438.11"	0
"712"	"ENSG00000053501.15"	60.001
"713"	"ENSG00000053524.13"	20
"714"	"ENSG00000053702.15"	9
"715"	"ENSG00000053747.17"	1864
"716"	"ENSG00000053770.12"	464
"717"	"ENSG00000053900.11"	453
"718"	"ENSG00000053918.20"	765.999
"719"	"ENSG00000054116.12"	83
"720"	"ENSG00000054118.15"	771.999
"721"	"ENSG00000054148.18"	138
"722"	"ENSG00000054179.12"	38
"723"	"ENSG00000054219.11"	19.074
"724"	"ENSG00000054267.22"	1460
"725"	"ENSG00000054277.14"	26.138
"726"	"ENSG00000054282.16"	723
"727"	"ENSG00000054356.14"	29
"728"	"ENSG00000054392.13"	71
"729"	"ENSG00000054523.20"	2107.999
"730"	"ENSG00000054598.9"	166
"731"	"ENSG00000054611.14"	442.999
"732"	"ENSG00000054654.20"	18058.998
"733"	"ENSG00000054690.14"	400
"734"	"ENSG00000054793.14"	581
"735"	"ENSG00000054796.13"	0
"736"	"ENSG00000054803.4"	13
"737"	"ENSG00000054938.17"	8
"738"	"ENSG00000054965.11"	140
"739"	"ENSG00000054967.13"	23
"740"	"ENSG00000054983.17"	349.001
"741"	"ENSG00000055044.11"	602.001
"742"	"ENSG00000055070.17"	102.999
"743"	"ENSG00000055118.18"	14
"744"	"ENSG00000055130.18"	654
"745"	"ENSG00000055147.19"	228
"746"	"ENSG00000055163.21"	269.001
"747"	"ENSG00000055208.20"	2924
"748"	"ENSG00000055211.14"	355
"749"	"ENSG00000055332.19"	916
"750"	"ENSG00000055483.20"	537
"751"	"ENSG00000055609.21"	9143.551
"752"	"ENSG00000055732.13"	102
"753"	"ENSG00000055813.6"	16
"754"	"ENSG00000055917.17"	1966.999
"755"	"ENSG00000055950.17"	172
"756"	"ENSG00000055955.17"	111.703
"757"	"ENSG00000055957.11"	0
"758"	"ENSG00000056050.7"	78
"759"	"ENSG00000056097.16"	1314
"760"	"ENSG00000056277.16"	134
"761"	"ENSG00000056291.19"	0
"762"	"ENSG00000056487.17"	1
"763"	"ENSG00000056558.11"	93
"764"	"ENSG00000056586.16"	823
"765"	"ENSG00000056736.10"	70
"766"	"ENSG00000056972.21"	293.001
"767"	"ENSG00000056998.21"	39
"768"	"ENSG00000057019.16"	430.001
"769"	"ENSG00000057149.16"	0
"770"	"ENSG00000057252.13"	666.001
"771"	"ENSG00000057294.19"	704.999
"772"	"ENSG00000057468.7"	1
"773"	"ENSG00000057593.14"	0
"774"	"ENSG00000057608.18"	2127.789
"775"	"ENSG00000057657.17"	516
"776"	"ENSG00000057663.16"	262
"777"	"ENSG00000057704.13"	86.999
"778"	"ENSG00000057757.10"	120
"779"	"ENSG00000057935.14"	533.999
"780"	"ENSG00000058056.10"	79
"781"	"ENSG00000058063.17"	1584.999
"782"	"ENSG00000058085.15"	600
"783"	"ENSG00000058091.17"	418
"784"	"ENSG00000058262.11"	1991.001
"785"	"ENSG00000058272.19"	1275.999
"786"	"ENSG00000058335.16"	8
"787"	"ENSG00000058404.21"	0
"788"	"ENSG00000058453.17"	161
"789"	"ENSG00000058600.16"	297.001
"790"	"ENSG00000058668.16"	722
"791"	"ENSG00000058673.17"	6931.496
"792"	"ENSG00000058729.11"	241.001
"793"	"ENSG00000058799.15"	126
"794"	"ENSG00000058804.12"	118
"795"	"ENSG00000058866.15"	14
"796"	"ENSG00000059122.17"	188.999
"797"	"ENSG00000059145.19"	63.999
"798"	"ENSG00000059377.19"	277.999
"799"	"ENSG00000059378.13"	343.998
"800"	"ENSG00000059573.9"	1079.999
"801"	"ENSG00000059588.10"	847.001
"802"	"ENSG00000059691.12"	64
"803"	"ENSG00000059728.11"	93.939
"804"	"ENSG00000059758.8"	404
"805"	"ENSG00000059769.20"	52.636
"806"	"ENSG00000059804.18"	252.999
"807"	"ENSG00000059915.17"	19
"808"	"ENSG00000060069.18"	207
"809"	"ENSG00000060138.13"	950.002
"810"	"ENSG00000060140.9"	57
"811"	"ENSG00000060237.19"	5446.001
"812"	"ENSG00000060303.5"	2
"813"	"ENSG00000060339.14"	1139.999
"814"	"ENSG00000060491.17"	202
"815"	"ENSG00000060558.4"	18
"816"	"ENSG00000060566.14"	0
"817"	"ENSG00000060642.12"	181
"818"	"ENSG00000060656.20"	249
"819"	"ENSG00000060688.13"	120.001
"820"	"ENSG00000060709.17"	13
"821"	"ENSG00000060718.22"	74
"822"	"ENSG00000060749.17"	1063
"823"	"ENSG00000060762.20"	76
"824"	"ENSG00000060971.19"	229.001
"825"	"ENSG00000060982.15"	732
"826"	"ENSG00000061273.18"	294
"827"	"ENSG00000061337.16"	14
"828"	"ENSG00000061455.11"	17
"829"	"ENSG00000061492.12"	0
"830"	"ENSG00000061656.11"	90
"831"	"ENSG00000061676.16"	2612.001
"832"	"ENSG00000061794.13"	296
"833"	"ENSG00000061918.14"	76
"834"	"ENSG00000061936.10"	703.999
"835"	"ENSG00000061938.21"	180
"836"	"ENSG00000061987.16"	3622.001
"837"	"ENSG00000062038.15"	7
"838"	"ENSG00000062096.15"	0
"839"	"ENSG00000062194.16"	671.002
"840"	"ENSG00000062282.15"	31
"841"	"ENSG00000062370.17"	102
"842"	"ENSG00000062485.19"	700.548
"843"	"ENSG00000062524.16"	38
"844"	"ENSG00000062582.14"	59
"845"	"ENSG00000062598.18"	546
"846"	"ENSG00000062650.20"	1043.001
"847"	"ENSG00000062716.13"	1722.999
"848"	"ENSG00000062725.10"	417.999
"849"	"ENSG00000062822.16"	35
"850"	"ENSG00000063015.21"	0
"851"	"ENSG00000063046.18"	3098.399
"852"	"ENSG00000063127.16"	37
"853"	"ENSG00000063169.12"	100
"854"	"ENSG00000063176.16"	47
"855"	"ENSG00000063177.13"	1341.999
"856"	"ENSG00000063180.9"	29
"857"	"ENSG00000063241.8"	32.001
"858"	"ENSG00000063244.14"	290
"859"	"ENSG00000063245.15"	469.999
"860"	"ENSG00000063322.15"	93
"861"	"ENSG00000063438.20"	0
"862"	"ENSG00000063515.3"	0
"863"	"ENSG00000063587.15"	144
"864"	"ENSG00000063601.17"	262
"865"	"ENSG00000063660.9"	29.999
"866"	"ENSG00000063761.16"	57
"867"	"ENSG00000063854.13"	193
"868"	"ENSG00000063978.17"	215.999
"869"	"ENSG00000064012.24"	303.589
"870"	"ENSG00000064042.18"	316.999
"871"	"ENSG00000064102.15"	292
"872"	"ENSG00000064115.11"	676
"873"	"ENSG00000064195.7"	0
"874"	"ENSG00000064199.7"	18
"875"	"ENSG00000064201.16"	10
"876"	"ENSG00000064205.11"	4
"877"	"ENSG00000064218.5"	0
"878"	"ENSG00000064225.13"	153.068
"879"	"ENSG00000064270.13"	68.999
"880"	"ENSG00000064300.9"	29
"881"	"ENSG00000064309.16"	243.999
"882"	"ENSG00000064313.13"	1004.001
"883"	"ENSG00000064393.16"	1341.999
"884"	"ENSG00000064419.14"	472
"885"	"ENSG00000064489.23"	27.92
"886"	"ENSG00000064490.14"	63.999
"887"	"ENSG00000064545.15"	40
"888"	"ENSG00000064547.14"	81
"889"	"ENSG00000064601.21"	965.001
"890"	"ENSG00000064607.17"	683.001
"891"	"ENSG00000064651.14"	4535
"892"	"ENSG00000064652.11"	63
"893"	"ENSG00000064655.19"	62
"894"	"ENSG00000064666.15"	222
"895"	"ENSG00000064687.13"	140
"896"	"ENSG00000064692.20"	25
"897"	"ENSG00000064703.13"	167
"898"	"ENSG00000064726.10"	287
"899"	"ENSG00000064763.12"	70.001
"900"	"ENSG00000064787.14"	2512.999
"901"	"ENSG00000064835.12"	0
"902"	"ENSG00000064886.14"	9
"903"	"ENSG00000064932.16"	261
"904"	"ENSG00000064933.19"	464
"905"	"ENSG00000064961.19"	193.001
"906"	"ENSG00000064989.13"	252
"907"	"ENSG00000064995.19"	172
"908"	"ENSG00000064999.16"	382.999
"909"	"ENSG00000065000.20"	1517
"910"	"ENSG00000065029.15"	186.999
"911"	"ENSG00000065054.14"	275
"912"	"ENSG00000065057.9"	10
"913"	"ENSG00000065060.18"	430
"914"	"ENSG00000065135.12"	227
"915"	"ENSG00000065150.21"	1693.001
"916"	"ENSG00000065154.12"	654
"917"	"ENSG00000065183.16"	348
"918"	"ENSG00000065243.20"	1007
"919"	"ENSG00000065268.11"	47
"920"	"ENSG00000065308.5"	248
"921"	"ENSG00000065320.9"	19
"922"	"ENSG00000065325.13"	262.999
"923"	"ENSG00000065328.17"	1
"924"	"ENSG00000065357.20"	471
"925"	"ENSG00000065361.17"	4514.001
"926"	"ENSG00000065371.18"	6
"927"	"ENSG00000065413.20"	690
"928"	"ENSG00000065427.15"	853.998
"929"	"ENSG00000065457.11"	206.507
"930"	"ENSG00000065485.20"	367.001
"931"	"ENSG00000065491.8"	135
"932"	"ENSG00000065518.8"	491.001
"933"	"ENSG00000065526.13"	1581
"934"	"ENSG00000065534.20"	1596.002
"935"	"ENSG00000065548.19"	478.999
"936"	"ENSG00000065559.15"	165
"937"	"ENSG00000065600.13"	19
"938"	"ENSG00000065609.15"	7
"939"	"ENSG00000065613.15"	1436
"940"	"ENSG00000065615.14"	137
"941"	"ENSG00000065618.21"	273
"942"	"ENSG00000065621.15"	139.001
"943"	"ENSG00000065665.21"	75.001
"944"	"ENSG00000065675.16"	92
"945"	"ENSG00000065717.16"	174
"946"	"ENSG00000065802.12"	42
"947"	"ENSG00000065809.14"	567
"948"	"ENSG00000065833.9"	161
"949"	"ENSG00000065882.18"	416.001
"950"	"ENSG00000065883.18"	1100.999
"951"	"ENSG00000065911.13"	1026.001
"952"	"ENSG00000065923.10"	179
"953"	"ENSG00000065970.9"	151
"954"	"ENSG00000065978.19"	1761.559
"955"	"ENSG00000065989.16"	207
"956"	"ENSG00000066027.12"	481
"957"	"ENSG00000066032.19"	12
"958"	"ENSG00000066044.15"	184
"959"	"ENSG00000066056.15"	67
"960"	"ENSG00000066084.13"	809
"961"	"ENSG00000066117.15"	175
"962"	"ENSG00000066135.13"	481
"963"	"ENSG00000066136.21"	281.999
"964"	"ENSG00000066185.13"	24
"965"	"ENSG00000066230.12"	57
"966"	"ENSG00000066248.15"	143
"967"	"ENSG00000066279.19"	117
"968"	"ENSG00000066294.15"	132
"969"	"ENSG00000066322.15"	225.001
"970"	"ENSG00000066336.13"	72.662
"971"	"ENSG00000066379.15"	48
"972"	"ENSG00000066382.17"	42.999
"973"	"ENSG00000066405.13"	534
"974"	"ENSG00000066422.7"	435
"975"	"ENSG00000066427.25"	312
"976"	"ENSG00000066455.13"	913
"977"	"ENSG00000066468.24"	775
"978"	"ENSG00000066557.6"	156
"979"	"ENSG00000066583.12"	78
"980"	"ENSG00000066629.19"	173
"981"	"ENSG00000066651.20"	254
"982"	"ENSG00000066654.14"	163
"983"	"ENSG00000066697.15"	70
"984"	"ENSG00000066735.16"	32
"985"	"ENSG00000066739.12"	1573.001
"986"	"ENSG00000066777.9"	2703
"987"	"ENSG00000066813.14"	0
"988"	"ENSG00000066827.16"	164
"989"	"ENSG00000066855.16"	214.001
"990"	"ENSG00000066923.19"	9.365
"991"	"ENSG00000066926.13"	213.001
"992"	"ENSG00000066933.17"	951
"993"	"ENSG00000067048.17"	1229.999
"994"	"ENSG00000067057.19"	290
"995"	"ENSG00000067064.13"	234
"996"	"ENSG00000067066.17"	1352.518
"997"	"ENSG00000067082.15"	6177
"998"	"ENSG00000067113.17"	181.001
"999"	"ENSG00000067141.17"	1120
"1000"	"ENSG00000067167.8"	2956
"1001"	"ENSG00000067177.15"	440.161
"1002"	"ENSG00000067182.9"	763.999
"1003"	"ENSG00000067191.17"	37
"1004"	"ENSG00000067208.17"	1183.882
"1005"	"ENSG00000067221.14"	24.999
"1006"	"ENSG00000067225.21"	1948.999
"1007"	"ENSG00000067248.11"	828
"1008"	"ENSG00000067334.14"	405
"1009"	"ENSG00000067365.15"	93.001
"1010"	"ENSG00000067369.14"	1476.001
"1011"	"ENSG00000067445.22"	123.001
"1012"	"ENSG00000067533.6"	89
"1013"	"ENSG00000067560.14"	776.593
"1014"	"ENSG00000067596.12"	548
"1015"	"ENSG00000067601.11"	0
"1016"	"ENSG00000067606.17"	102
"1017"	"ENSG00000067646.12"	843.999
"1018"	"ENSG00000067704.10"	917
"1019"	"ENSG00000067715.15"	37
"1020"	"ENSG00000067798.16"	429
"1021"	"ENSG00000067829.20"	136.999
"1022"	"ENSG00000067836.13"	70.999
"1023"	"ENSG00000067840.13"	36
"1024"	"ENSG00000067842.19"	2
"1025"	"ENSG00000067900.9"	1945.03
"1026"	"ENSG00000067955.15"	300
"1027"	"ENSG00000067992.17"	113.001
"1028"	"ENSG00000068001.14"	180.999
"1029"	"ENSG00000068024.18"	442.001
"1030"	"ENSG00000068028.18"	27
"1031"	"ENSG00000068078.20"	596
"1032"	"ENSG00000068079.8"	44.999
"1033"	"ENSG00000068097.16"	239
"1034"	"ENSG00000068120.15"	178
"1035"	"ENSG00000068137.15"	74
"1036"	"ENSG00000068305.19"	661.999
"1037"	"ENSG00000068308.15"	250
"1038"	"ENSG00000068323.17"	161.001
"1039"	"ENSG00000068354.16"	63.82
"1040"	"ENSG00000068366.21"	501
"1041"	"ENSG00000068383.19"	187.001
"1042"	"ENSG00000068394.11"	92
"1043"	"ENSG00000068400.14"	400.999
"1044"	"ENSG00000068438.15"	114
"1045"	"ENSG00000068489.13"	13
"1046"	"ENSG00000068615.20"	28.999
"1047"	"ENSG00000068650.19"	898.999
"1048"	"ENSG00000068654.17"	421.002
"1049"	"ENSG00000068697.7"	1585
"1050"	"ENSG00000068724.18"	383
"1051"	"ENSG00000068745.15"	319
"1052"	"ENSG00000068781.21"	0
"1053"	"ENSG00000068784.13"	441
"1054"	"ENSG00000068796.19"	505
"1055"	"ENSG00000068831.19"	73
"1056"	"ENSG00000068878.15"	1601.999
"1057"	"ENSG00000068885.15"	791.002
"1058"	"ENSG00000068903.21"	219.001
"1059"	"ENSG00000068912.15"	1362
"1060"	"ENSG00000068971.14"	96
"1061"	"ENSG00000068976.14"	40
"1062"	"ENSG00000068985.5"	0
"1063"	"ENSG00000069011.16"	1
"1064"	"ENSG00000069018.19"	0
"1065"	"ENSG00000069020.19"	703
"1066"	"ENSG00000069122.19"	464
"1067"	"ENSG00000069188.17"	34.001
"1068"	"ENSG00000069206.15"	0
"1069"	"ENSG00000069248.12"	399
"1070"	"ENSG00000069275.13"	988
"1071"	"ENSG00000069329.19"	1012.921
"1072"	"ENSG00000069345.12"	311
"1073"	"ENSG00000069399.15"	50.999
"1074"	"ENSG00000069424.16"	45
"1075"	"ENSG00000069431.14"	432
"1076"	"ENSG00000069482.7"	0
"1077"	"ENSG00000069493.15"	144.522
"1078"	"ENSG00000069509.6"	47
"1079"	"ENSG00000069535.14"	187
"1080"	"ENSG00000069667.16"	468
"1081"	"ENSG00000069696.7"	14
"1082"	"ENSG00000069702.11"	1589
"1083"	"ENSG00000069764.10"	72.811
"1084"	"ENSG00000069812.11"	0
"1085"	"ENSG00000069849.11"	98
"1086"	"ENSG00000069869.17"	311
"1087"	"ENSG00000069943.10"	115
"1088"	"ENSG00000069956.14"	396.993
"1089"	"ENSG00000069966.19"	138
"1090"	"ENSG00000069974.17"	513.072
"1091"	"ENSG00000069998.12"	35
"1092"	"ENSG00000070010.19"	247.001
"1093"	"ENSG00000070018.9"	1370
"1094"	"ENSG00000070019.5"	0
"1095"	"ENSG00000070031.4"	2
"1096"	"ENSG00000070047.13"	384.999
"1097"	"ENSG00000070061.16"	1566.001
"1098"	"ENSG00000070081.18"	5080.001
"1099"	"ENSG00000070087.15"	63
"1100"	"ENSG00000070159.14"	422.001
"1101"	"ENSG00000070182.21"	75
"1102"	"ENSG00000070190.13"	57
"1103"	"ENSG00000070193.5"	35
"1104"	"ENSG00000070214.17"	1267.999
"1105"	"ENSG00000070269.14"	294.999
"1106"	"ENSG00000070366.14"	457
"1107"	"ENSG00000070367.17"	572
"1108"	"ENSG00000070371.16"	85
"1109"	"ENSG00000070388.12"	2
"1110"	"ENSG00000070404.10"	19
"1111"	"ENSG00000070413.21"	242.002
"1112"	"ENSG00000070423.18"	47
"1113"	"ENSG00000070444.15"	135
"1114"	"ENSG00000070476.15"	352
"1115"	"ENSG00000070495.15"	86
"1116"	"ENSG00000070501.12"	118
"1117"	"ENSG00000070526.15"	524
"1118"	"ENSG00000070540.13"	422
"1119"	"ENSG00000070601.10"	11
"1120"	"ENSG00000070610.14"	403
"1121"	"ENSG00000070614.15"	768
"1122"	"ENSG00000070669.17"	1008.929
"1123"	"ENSG00000070718.13"	59
"1124"	"ENSG00000070729.14"	1
"1125"	"ENSG00000070731.11"	49.125
"1126"	"ENSG00000070748.19"	5
"1127"	"ENSG00000070756.17"	11766.523
"1128"	"ENSG00000070759.17"	27.579
"1129"	"ENSG00000070761.8"	67.999
"1130"	"ENSG00000070770.10"	410
"1131"	"ENSG00000070778.13"	409
"1132"	"ENSG00000070785.17"	187.999
"1133"	"ENSG00000070808.17"	2
"1134"	"ENSG00000070814.22"	407.001
"1135"	"ENSG00000070831.18"	808.945
"1136"	"ENSG00000070882.13"	442
"1137"	"ENSG00000070886.12"	2
"1138"	"ENSG00000070915.10"	5
"1139"	"ENSG00000070950.10"	56
"1140"	"ENSG00000070961.17"	702
"1141"	"ENSG00000070985.14"	43
"1142"	"ENSG00000071051.14"	86
"1143"	"ENSG00000071054.17"	1029
"1144"	"ENSG00000071073.13"	572.001
"1145"	"ENSG00000071082.11"	3463
"1146"	"ENSG00000071127.18"	796
"1147"	"ENSG00000071189.21"	633
"1148"	"ENSG00000071203.9"	0
"1149"	"ENSG00000071205.12"	438
"1150"	"ENSG00000071242.13"	244.001
"1151"	"ENSG00000071243.16"	153
"1152"	"ENSG00000071246.11"	49
"1153"	"ENSG00000071282.12"	123.001
"1154"	"ENSG00000071462.13"	104
"1155"	"ENSG00000071537.14"	6688.999
"1156"	"ENSG00000071539.14"	6
"1157"	"ENSG00000071553.18"	433.001
"1158"	"ENSG00000071564.19"	99
"1159"	"ENSG00000071575.12"	128
"1160"	"ENSG00000071626.17"	317.999
"1161"	"ENSG00000071655.18"	41.409
"1162"	"ENSG00000071677.1"	0
"1163"	"ENSG00000071794.16"	488.001
"1164"	"ENSG00000071859.15"	278
"1165"	"ENSG00000071889.17"	117
"1166"	"ENSG00000071894.17"	460.999
"1167"	"ENSG00000071909.19"	18
"1168"	"ENSG00000071967.12"	842
"1169"	"ENSG00000071991.9"	18
"1170"	"ENSG00000071994.11"	107
"1171"	"ENSG00000072041.18"	0
"1172"	"ENSG00000072042.13"	262
"1173"	"ENSG00000072062.16"	401
"1174"	"ENSG00000072071.17"	116
"1175"	"ENSG00000072080.11"	0
"1176"	"ENSG00000072110.17"	1058.898
"1177"	"ENSG00000072121.17"	1098.999
"1178"	"ENSG00000072133.12"	27
"1179"	"ENSG00000072134.16"	93
"1180"	"ENSG00000072135.13"	284.999
"1181"	"ENSG00000072163.20"	118
"1182"	"ENSG00000072182.14"	0
"1183"	"ENSG00000072195.15"	17
"1184"	"ENSG00000072201.14"	158
"1185"	"ENSG00000072210.19"	1456.002
"1186"	"ENSG00000072274.14"	463.001
"1187"	"ENSG00000072310.18"	237.999
"1188"	"ENSG00000072315.4"	4
"1189"	"ENSG00000072364.13"	2403.999
"1190"	"ENSG00000072401.15"	74
"1191"	"ENSG00000072415.10"	288
"1192"	"ENSG00000072422.17"	346
"1193"	"ENSG00000072501.19"	1375
"1194"	"ENSG00000072506.14"	183
"1195"	"ENSG00000072518.23"	390.001
"1196"	"ENSG00000072571.20"	17
"1197"	"ENSG00000072609.18"	299.999
"1198"	"ENSG00000072657.10"	393
"1199"	"ENSG00000072682.20"	411
"1200"	"ENSG00000072694.22"	114.213
"1201"	"ENSG00000072736.19"	466.196
"1202"	"ENSG00000072756.18"	356
"1203"	"ENSG00000072778.20"	3016.999
"1204"	"ENSG00000072786.13"	260
"1205"	"ENSG00000072803.18"	389
"1206"	"ENSG00000072818.12"	95
"1207"	"ENSG00000072832.15"	10
"1208"	"ENSG00000072840.13"	477
"1209"	"ENSG00000072849.11"	124.001
"1210"	"ENSG00000072858.12"	147
"1211"	"ENSG00000072864.16"	212.53
"1212"	"ENSG00000072952.21"	168
"1213"	"ENSG00000072954.7"	16
"1214"	"ENSG00000072958.9"	55.001
"1215"	"ENSG00000073008.16"	116.001
"1216"	"ENSG00000073050.12"	106
"1217"	"ENSG00000073060.17"	124
"1218"	"ENSG00000073067.14"	0
"1219"	"ENSG00000073111.15"	22
"1220"	"ENSG00000073146.17"	2
"1221"	"ENSG00000073150.14"	3
"1222"	"ENSG00000073169.15"	108
"1223"	"ENSG00000073282.14"	14
"1224"	"ENSG00000073331.18"	275.001
"1225"	"ENSG00000073350.14"	514.001
"1226"	"ENSG00000073417.15"	754.998
"1227"	"ENSG00000073464.13"	23
"1228"	"ENSG00000073536.18"	42
"1229"	"ENSG00000073578.18"	1852.373
"1230"	"ENSG00000073584.20"	772.376
"1231"	"ENSG00000073598.6"	1
"1232"	"ENSG00000073605.19"	179
"1233"	"ENSG00000073614.13"	2106
"1234"	"ENSG00000073670.14"	2
"1235"	"ENSG00000073711.11"	338
"1236"	"ENSG00000073712.15"	420
"1237"	"ENSG00000073734.10"	0
"1238"	"ENSG00000073737.17"	30
"1239"	"ENSG00000073754.6"	0
"1240"	"ENSG00000073756.13"	53
"1241"	"ENSG00000073792.16"	200.999
"1242"	"ENSG00000073803.14"	269
"1243"	"ENSG00000073849.16"	431
"1244"	"ENSG00000073861.3"	2
"1245"	"ENSG00000073905.8"	31
"1246"	"ENSG00000073910.23"	3237.401
"1247"	"ENSG00000073921.18"	2485.999
"1248"	"ENSG00000073969.19"	1095.093
"1249"	"ENSG00000074047.22"	142
"1250"	"ENSG00000074054.21"	1219
"1251"	"ENSG00000074071.15"	128
"1252"	"ENSG00000074181.9"	679.001
"1253"	"ENSG00000074201.9"	261.001
"1254"	"ENSG00000074211.14"	25
"1255"	"ENSG00000074219.14"	134
"1256"	"ENSG00000074266.24"	246.999
"1257"	"ENSG00000074276.11"	217
"1258"	"ENSG00000074317.11"	0
"1259"	"ENSG00000074319.13"	514
"1260"	"ENSG00000074356.17"	485.999
"1261"	"ENSG00000074370.19"	1251
"1262"	"ENSG00000074410.14"	284
"1263"	"ENSG00000074416.16"	501
"1264"	"ENSG00000074527.13"	496
"1265"	"ENSG00000074582.15"	145.999
"1266"	"ENSG00000074590.14"	61
"1267"	"ENSG00000074603.19"	523.999
"1268"	"ENSG00000074621.14"	387
"1269"	"ENSG00000074657.14"	456.954
"1270"	"ENSG00000074660.17"	44
"1271"	"ENSG00000074695.6"	1860
"1272"	"ENSG00000074696.13"	321
"1273"	"ENSG00000074706.14"	29.495
"1274"	"ENSG00000074755.15"	1704
"1275"	"ENSG00000074771.4"	0
"1276"	"ENSG00000074800.16"	818
"1277"	"ENSG00000074803.21"	0
"1278"	"ENSG00000074842.8"	244
"1279"	"ENSG00000074855.11"	94.999
"1280"	"ENSG00000074935.14"	185
"1281"	"ENSG00000074964.17"	321.999
"1282"	"ENSG00000074966.12"	32
"1283"	"ENSG00000075035.10"	6
"1284"	"ENSG00000075043.21"	3
"1285"	"ENSG00000075073.16"	1
"1286"	"ENSG00000075089.10"	98.999
"1287"	"ENSG00000075131.10"	247.578
"1288"	"ENSG00000075142.14"	681
"1289"	"ENSG00000075151.24"	1990
"1290"	"ENSG00000075188.9"	77
"1291"	"ENSG00000075213.11"	56
"1292"	"ENSG00000075218.19"	3
"1293"	"ENSG00000075223.14"	700
"1294"	"ENSG00000075234.17"	248.999
"1295"	"ENSG00000075239.15"	1104
"1296"	"ENSG00000075240.17"	195
"1297"	"ENSG00000075275.18"	432
"1298"	"ENSG00000075290.8"	2
"1299"	"ENSG00000075292.20"	2278.001
"1300"	"ENSG00000075303.13"	163
"1301"	"ENSG00000075336.12"	39
"1302"	"ENSG00000075340.23"	7
"1303"	"ENSG00000075388.4"	0
"1304"	"ENSG00000075391.18"	480.001
"1305"	"ENSG00000075399.14"	80
"1306"	"ENSG00000075407.19"	384.001
"1307"	"ENSG00000075413.19"	1239
"1308"	"ENSG00000075415.15"	2252.001
"1309"	"ENSG00000075420.13"	2612
"1310"	"ENSG00000075426.12"	364.999
"1311"	"ENSG00000075429.9"	0
"1312"	"ENSG00000075461.6"	0
"1313"	"ENSG00000075539.15"	2235
"1314"	"ENSG00000075568.17"	2463
"1315"	"ENSG00000075618.18"	28
"1316"	"ENSG00000075624.17"	27738.003
"1317"	"ENSG00000075643.6"	103
"1318"	"ENSG00000075651.17"	813.999
"1319"	"ENSG00000075673.12"	7
"1320"	"ENSG00000075702.19"	35
"1321"	"ENSG00000075711.21"	1433.997
"1322"	"ENSG00000075785.14"	1195
"1323"	"ENSG00000075790.12"	188.505
"1324"	"ENSG00000075826.17"	133.3
"1325"	"ENSG00000075856.12"	660.999
"1326"	"ENSG00000075884.14"	271.001
"1327"	"ENSG00000075886.11"	0
"1328"	"ENSG00000075891.24"	0
"1329"	"ENSG00000075914.13"	63.999
"1330"	"ENSG00000075945.13"	526
"1331"	"ENSG00000075975.17"	213.001
"1332"	"ENSG00000076003.5"	126
"1333"	"ENSG00000076043.11"	291.197
"1334"	"ENSG00000076053.12"	121.985
"1335"	"ENSG00000076067.14"	307.546
"1336"	"ENSG00000076108.12"	1729
"1337"	"ENSG00000076201.16"	312
"1338"	"ENSG00000076242.18"	2041.001
"1339"	"ENSG00000076248.12"	100.001
"1340"	"ENSG00000076258.10"	58
"1341"	"ENSG00000076321.11"	129
"1342"	"ENSG00000076344.16"	73
"1343"	"ENSG00000076351.13"	100
"1344"	"ENSG00000076356.7"	1465.001
"1345"	"ENSG00000076382.17"	58.999
"1346"	"ENSG00000076513.17"	257.999
"1347"	"ENSG00000076554.16"	464.367
"1348"	"ENSG00000076555.16"	1437
"1349"	"ENSG00000076604.16"	180.999
"1350"	"ENSG00000076641.4"	199
"1351"	"ENSG00000076650.7"	128
"1352"	"ENSG00000076662.11"	61
"1353"	"ENSG00000076685.19"	557.001
"1354"	"ENSG00000076706.17"	138
"1355"	"ENSG00000076716.9"	285
"1356"	"ENSG00000076770.16"	282.999
"1357"	"ENSG00000076826.10"	172
"1358"	"ENSG00000076864.21"	800
"1359"	"ENSG00000076924.12"	187
"1360"	"ENSG00000076928.20"	739
"1361"	"ENSG00000076944.18"	1336
"1362"	"ENSG00000076984.18"	90
"1363"	"ENSG00000077009.14"	0
"1364"	"ENSG00000077044.11"	769.001
"1365"	"ENSG00000077063.11"	247
"1366"	"ENSG00000077080.10"	1
"1367"	"ENSG00000077092.20"	71
"1368"	"ENSG00000077097.17"	2970.001
"1369"	"ENSG00000077147.16"	2886
"1370"	"ENSG00000077150.21"	214.001
"1371"	"ENSG00000077152.12"	11
"1372"	"ENSG00000077157.23"	466
"1373"	"ENSG00000077232.19"	3783.002
"1374"	"ENSG00000077235.18"	950
"1375"	"ENSG00000077238.14"	190.001
"1376"	"ENSG00000077254.14"	951.001
"1377"	"ENSG00000077264.17"	719
"1378"	"ENSG00000077274.9"	372
"1379"	"ENSG00000077279.21"	2
"1380"	"ENSG00000077312.9"	159
"1381"	"ENSG00000077327.16"	0
"1382"	"ENSG00000077348.10"	23
"1383"	"ENSG00000077380.16"	914.802
"1384"	"ENSG00000077420.17"	205.999
"1385"	"ENSG00000077454.17"	260.998
"1386"	"ENSG00000077458.13"	394
"1387"	"ENSG00000077463.15"	25
"1388"	"ENSG00000077498.9"	0
"1389"	"ENSG00000077514.9"	215
